# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	8.284820e-02	6.807260e-03	9	2.903790e-01	2.294590e-02	9	3.193600e-01	2.821060e-02	8	false	GAMG	1.000000e+00	7.206620e-03	7	true
2             	smoothSolver	5.050730e-02	4.223410e-03	8	1.846060e-01	1.839570e-02	7	1.985040e-01	1.556060e-02	8	false	GAMG	9.859300e-02	9.367080e-04	5	true
3             	smoothSolver	3.054770e-02	2.504350e-03	8	1.379160e-01	1.326360e-02	7	1.429060e-01	1.399180e-02	7	false	GAMG	7.116370e-02	6.002240e-04	5	true
4             	smoothSolver	2.181040e-02	1.701620e-03	8	1.096500e-01	1.037170e-02	7	1.123520e-01	1.073440e-02	7	false	GAMG	5.879960e-02	5.019030e-04	5	true
5             	smoothSolver	1.716850e-02	1.339480e-03	8	9.374560e-02	9.185650e-03	7	9.689160e-02	9.196130e-03	7	false	GAMG	5.005890e-02	3.735910e-04	5	true
6             	smoothSolver	1.402520e-02	1.150340e-03	8	8.439580e-02	6.771780e-03	8	8.859800e-02	8.711330e-03	7	false	GAMG	4.417480e-02	2.612460e-04	5	true
7             	smoothSolver	1.181400e-02	1.023510e-03	8	7.757250e-02	6.650890e-03	8	8.184620e-02	6.550010e-03	8	false	GAMG	3.944190e-02	2.412610e-04	5	true
8             	smoothSolver	1.039960e-02	9.363810e-04	8	7.167720e-02	6.477150e-03	8	7.579470e-02	6.342930e-03	8	false	GAMG	3.613410e-02	2.322900e-04	5	true
9             	smoothSolver	9.382400e-03	8.749580e-04	8	6.671800e-02	6.259570e-03	8	7.055100e-02	6.124110e-03	8	false	GAMG	3.361040e-02	2.062300e-04	5	true
10            	smoothSolver	8.690930e-03	8.332170e-04	8	6.271000e-02	6.040560e-03	8	6.604250e-02	5.918260e-03	8	false	GAMG	3.142580e-02	1.862420e-04	5	true
11            	smoothSolver	8.188870e-03	8.063190e-04	8	5.947490e-02	5.819360e-03	8	6.233150e-02	5.763990e-03	8	false	GAMG	2.982140e-02	1.781740e-04	5	true
12            	smoothSolver	7.765790e-03	6.120890e-04	9	5.635180e-02	5.598290e-03	8	5.873450e-02	5.584730e-03	8	false	GAMG	2.842970e-02	1.725470e-04	5	true
13            	smoothSolver	7.390680e-03	5.893480e-04	9	5.323060e-02	4.178860e-03	9	5.539340e-02	5.366200e-03	8	false	GAMG	2.752650e-02	1.707550e-04	5	true
14            	smoothSolver	7.058870e-03	5.682900e-04	9	5.007020e-02	3.980640e-03	9	5.229090e-02	5.131110e-03	8	false	GAMG	2.692870e-02	1.689730e-04	5	true
15            	smoothSolver	6.797340e-03	5.513660e-04	9	4.745170e-02	3.825850e-03	9	4.951230e-02	4.914050e-03	8	false	GAMG	2.654320e-02	1.679810e-04	5	true
16            	smoothSolver	6.618740e-03	5.414660e-04	9	4.568160e-02	3.735560e-03	9	4.723960e-02	3.679730e-03	9	false	GAMG	2.630510e-02	1.704870e-04	5	true
17            	smoothSolver	6.525650e-03	5.386700e-04	9	4.454080e-02	3.684180e-03	9	4.531140e-02	3.575320e-03	9	false	GAMG	2.612490e-02	1.679910e-04	5	true
18            	smoothSolver	6.458090e-03	5.367820e-04	9	4.363710e-02	3.620270e-03	9	4.393920e-02	3.520460e-03	9	false	GAMG	2.598400e-02	1.683830e-04	5	true
19            	smoothSolver	6.357860e-03	5.320680e-04	9	4.273430e-02	3.538460e-03	9	4.277210e-02	3.482000e-03	9	false	GAMG	2.600840e-02	1.711310e-04	5	true
20            	smoothSolver	6.267320e-03	5.264520e-04	9	4.186660e-02	3.461560e-03	9	4.171830e-02	3.440600e-03	9	false	GAMG	2.615390e-02	1.741040e-04	5	true
21            	smoothSolver	6.185380e-03	5.203070e-04	9	4.110960e-02	3.398540e-03	9	4.081640e-02	3.399350e-03	9	false	GAMG	2.643210e-02	1.753330e-04	5	true
22            	smoothSolver	6.111600e-03	5.152600e-04	9	4.052860e-02	3.357500e-03	9	4.006500e-02	3.348800e-03	9	false	GAMG	2.662400e-02	1.742310e-04	5	true
23            	smoothSolver	6.055050e-03	5.122460e-04	9	4.008460e-02	3.335630e-03	9	3.941980e-02	3.297390e-03	9	false	GAMG	2.689180e-02	1.759160e-04	5	true
24            	smoothSolver	6.039220e-03	5.117780e-04	9	3.989860e-02	3.339860e-03	9	3.904830e-02	3.267190e-03	9	false	GAMG	2.718920e-02	1.810970e-04	5	true
25            	smoothSolver	6.067050e-03	5.130200e-04	9	3.995520e-02	3.359480e-03	9	3.891520e-02	3.255410e-03	9	false	GAMG	2.736120e-02	1.882450e-04	5	true
26            	smoothSolver	6.125620e-03	5.144340e-04	9	4.020060e-02	3.380520e-03	9	3.888440e-02	3.253240e-03	9	false	GAMG	2.747880e-02	1.945110e-04	5	true
27            	smoothSolver	6.195990e-03	5.144350e-04	9	4.045330e-02	3.383870e-03	9	3.889330e-02	3.242850e-03	9	false	GAMG	2.784100e-02	1.914470e-04	5	true
28            	smoothSolver	6.274540e-03	5.134990e-04	9	4.079920e-02	3.382340e-03	9	3.882850e-02	3.202800e-03	9	false	GAMG	2.851430e-02	1.865140e-04	5	true
29            	smoothSolver	6.349440e-03	5.120230e-04	9	4.135150e-02	3.375840e-03	9	3.861830e-02	3.132660e-03	9	false	GAMG	2.927980e-02	1.809960e-04	5	true
