# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	2.148350e-02	1.852450e-03	9	2.411220e-01	2.353750e-02	8	1.881900e-01	1.721810e-02	7	false	GAMG	1.000000e+00	9.267130e-03	12	true
2             	smoothSolver	1.378080e-02	1.282680e-03	8	1.456980e-01	1.219730e-02	8	1.020400e-01	8.727150e-03	8	false	GAMG	5.390230e-02	4.252220e-04	9	true
3             	smoothSolver	9.345560e-03	8.736710e-04	8	1.097540e-01	9.312420e-03	8	8.289890e-02	7.504220e-03	8	false	GAMG	3.698700e-02	3.637650e-04	7	true
4             	smoothSolver	7.318410e-03	6.954420e-04	8	8.925590e-02	7.722720e-03	8	7.413180e-02	7.018250e-03	8	false	GAMG	2.961260e-02	2.676140e-04	8	true
5             	smoothSolver	6.129750e-03	6.008150e-04	8	7.740020e-02	6.946790e-03	8	6.920360e-02	6.712080e-03	8	false	GAMG	2.593390e-02	2.549050e-04	8	true
6             	smoothSolver	5.227320e-03	4.172170e-04	9	6.918800e-02	6.485900e-03	8	6.529500e-02	6.480980e-03	8	false	GAMG	2.302700e-02	1.842860e-04	8	true
7             	smoothSolver	4.572860e-03	3.799880e-04	9	6.261510e-02	6.138150e-03	8	6.196160e-02	4.973980e-03	9	false	GAMG	2.107290e-02	1.648710e-04	7	true
8             	smoothSolver	4.102970e-03	3.506960e-04	9	5.683390e-02	4.545370e-03	9	5.519580e-02	4.589900e-03	9	false	GAMG	1.973160e-02	1.830340e-04	6	true
9             	smoothSolver	3.736920e-03	3.274570e-04	9	5.209760e-02	4.300160e-03	9	4.814680e-02	4.098690e-03	9	false	GAMG	1.817860e-02	1.418880e-04	6	true
10            	smoothSolver	3.458770e-03	3.075830e-04	9	4.867670e-02	4.108370e-03	9	4.211810e-02	3.638850e-03	9	false	GAMG	1.730050e-02	1.239580e-04	6	true
11            	smoothSolver	3.246520e-03	2.911050e-04	9	4.595990e-02	3.954960e-03	9	3.705880e-02	3.225770e-03	9	false	GAMG	1.658640e-02	1.428270e-04	6	true
12            	smoothSolver	3.066920e-03	2.785580e-04	9	4.374230e-02	3.830740e-03	9	3.261650e-02	2.873730e-03	9	false	GAMG	1.582220e-02	1.303010e-04	6	true
13            	smoothSolver	2.930480e-03	2.694890e-04	9	4.189720e-02	3.725870e-03	9	2.889880e-02	2.589080e-03	9	false	GAMG	1.528320e-02	1.215060e-04	6	true
14            	smoothSolver	2.808390e-03	2.630930e-04	9	4.028540e-02	3.630890e-03	9	2.599870e-02	2.346290e-03	9	false	GAMG	1.491520e-02	1.133390e-04	6	true
15            	smoothSolver	2.707460e-03	2.576860e-04	9	3.891780e-02	3.548890e-03	9	2.376360e-02	2.172450e-03	9	false	GAMG	1.465240e-02	8.596340e-05	6	true
16            	smoothSolver	2.641640e-03	2.543210e-04	9	3.788740e-02	3.487990e-03	9	2.211710e-02	2.047480e-03	9	false	GAMG	1.443410e-02	9.872270e-05	6	true
17            	smoothSolver	2.602080e-03	2.527940e-04	9	3.720580e-02	3.444560e-03	9	2.076960e-02	1.939120e-03	9	false	GAMG	1.426860e-02	1.118270e-04	6	true
18            	smoothSolver	2.573200e-03	2.515640e-04	9	3.670660e-02	3.402160e-03	9	1.956390e-02	1.830420e-03	9	false	GAMG	1.418780e-02	1.149840e-04	6	true
19            	smoothSolver	2.556330e-03	2.510220e-04	9	3.618750e-02	3.351490e-03	9	1.853640e-02	1.742420e-03	9	false	GAMG	1.405590e-02	1.129290e-04	6	true
20            	smoothSolver	2.551340e-03	2.519060e-04	9	3.555660e-02	3.297350e-03	9	1.764410e-02	1.664500e-03	9	false	GAMG	1.405800e-02	1.382840e-04	5	true
21            	smoothSolver	2.578020e-03	2.541170e-04	9	3.498330e-02	3.254850e-03	9	1.686870e-02	1.595450e-03	9	false	GAMG	1.397280e-02	1.390250e-04	5	true
22            	smoothSolver	2.577700e-03	2.553710e-04	9	3.451830e-02	3.221250e-03	9	1.618060e-02	1.534590e-03	9	false	GAMG	1.409020e-02	1.346700e-04	5	true
23            	smoothSolver	2.598230e-03	2.569570e-04	9	3.419650e-02	3.196270e-03	9	1.560950e-02	1.479090e-03	9	false	GAMG	1.411990e-02	1.345430e-04	5	true
24            	smoothSolver	2.625830e-03	2.582600e-04	9	3.393960e-02	3.179130e-03	9	1.508070e-02	1.428300e-03	9	false	GAMG	1.428250e-02	1.376400e-04	5	true
25            	smoothSolver	2.655980e-03	2.596960e-04	9	3.372030e-02	3.154790e-03	9	1.462760e-02	1.381970e-03	9	false	GAMG	1.455130e-02	1.411180e-04	5	true
26            	smoothSolver	2.683680e-03	2.596130e-04	9	3.355900e-02	3.128540e-03	9	1.423290e-02	1.341920e-03	9	false	GAMG	1.475950e-02	1.421550e-04	5	true
27            	smoothSolver	2.700370e-03	2.580350e-04	9	3.343600e-02	3.102410e-03	9	1.391260e-02	1.307990e-03	9	false	GAMG	1.495250e-02	1.415430e-04	5	true
28            	smoothSolver	2.716330e-03	2.567350e-04	9	3.327700e-02	3.087260e-03	9	1.368840e-02	1.281700e-03	9	false	GAMG	1.513220e-02	1.438000e-04	5	true
29            	smoothSolver	2.732050e-03	2.568420e-04	9	3.306590e-02	3.075110e-03	9	1.359180e-02	1.270890e-03	9	false	GAMG	1.536260e-02	1.464280e-04	5	true
30            	smoothSolver	2.741590e-03	2.573710e-04	9	3.282180e-02	3.061670e-03	9	1.356370e-02	1.269580e-03	9	false	GAMG	1.553840e-02	1.469830e-04	5	true
31            	smoothSolver	2.749190e-03	2.576130e-04	9	3.254380e-02	3.041140e-03	9	1.358890e-02	1.272110e-03	9	false	GAMG	1.557370e-02	1.457170e-04	5	true
32            	smoothSolver	2.746800e-03	2.565960e-04	9	3.220310e-02	3.001410e-03	9	1.364730e-02	1.278460e-03	9	false	GAMG	1.550010e-02	1.453190e-04	5	true
33            	smoothSolver	2.730830e-03	2.549270e-04	9	3.183050e-02	2.958760e-03	9	1.369260e-02	1.284450e-03	9	false	GAMG	1.544960e-02	1.454760e-04	5	true
34            	smoothSolver	2.709820e-03	2.529530e-04	9	3.150800e-02	2.922910e-03	9	1.376610e-02	1.286920e-03	9	false	GAMG	1.541580e-02	1.453890e-04	5	true
35            	smoothSolver	2.687630e-03	2.504960e-04	9	3.126760e-02	2.888950e-03	9	1.384380e-02	1.288020e-03	9	false	GAMG	1.556140e-02	1.451920e-04	5	true
36            	smoothSolver	2.668600e-03	2.472020e-04	9	3.109630e-02	2.854120e-03	9	1.394930e-02	1.287730e-03	9	false	GAMG	1.580020e-02	1.454830e-04	5	true
37            	smoothSolver	2.648760e-03	2.436080e-04	9	3.091650e-02	2.817740e-03	9	1.401470e-02	1.282670e-03	9	false	GAMG	1.612920e-02	1.459870e-04	5	true
38            	smoothSolver	2.621820e-03	2.395570e-04	9	3.057690e-02	2.771460e-03	9	1.407170e-02	1.275570e-03	9	false	GAMG	1.635200e-02	1.451380e-04	5	true
39            	smoothSolver	2.585070e-03	2.350800e-04	9	3.005970e-02	2.711450e-03	9	1.412540e-02	1.270190e-03	9	false	GAMG	1.658250e-02	1.440460e-04	5	true
40            	smoothSolver	2.550920e-03	2.303910e-04	9	2.934790e-02	2.645610e-03	9	1.412450e-02	1.261580e-03	9	false	GAMG	1.670100e-02	1.433550e-04	5	true
41            	smoothSolver	2.505710e-03	2.252760e-04	9	2.853360e-02	2.581300e-03	9	1.405010e-02	1.250430e-03	9	false	GAMG	1.663150e-02	1.417630e-04	5	true
42            	smoothSolver	2.450750e-03	2.198770e-04	9	2.772910e-02	2.521500e-03	9	1.392230e-02	1.240940e-03	9	false	GAMG	1.644630e-02	1.391570e-04	5	true
43            	smoothSolver	2.396890e-03	2.146730e-04	9	2.690190e-02	2.467210e-03	9	1.377870e-02	1.237330e-03	9	false	GAMG	1.605510e-02	1.342910e-04	5	true
44            	smoothSolver	2.343030e-03	2.097570e-04	9	2.605520e-02	2.418030e-03	9	1.362980e-02	1.232770e-03	9	false	GAMG	1.578160e-02	1.299870e-04	5	true
45            	smoothSolver	2.290060e-03	2.055280e-04	9	2.528190e-02	2.369840e-03	9	1.347850e-02	1.220720e-03	9	false	GAMG	1.544530e-02	1.267370e-04	5	true
46            	smoothSolver	2.236000e-03	2.011200e-04	9	2.454550e-02	2.320060e-03	9	1.335520e-02	1.206660e-03	9	false	GAMG	1.514250e-02	1.241470e-04	5	true
47            	smoothSolver	2.173270e-03	1.966160e-04	9	2.389270e-02	2.273440e-03	9	1.314400e-02	1.199680e-03	9	false	GAMG	1.486110e-02	1.231600e-04	5	true
48            	smoothSolver	2.116920e-03	1.932980e-04	9	2.339770e-02	2.234940e-03	9	1.300800e-02	1.197070e-03	9	false	GAMG	1.461260e-02	1.225760e-04	5	true
49            	smoothSolver	2.063880e-03	1.906580e-04	9	2.299030e-02	2.204130e-03	9	1.288760e-02	1.194220e-03	9	false	GAMG	1.452330e-02	1.196220e-04	5	true
