# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	2.275880e-02	1.984250e-03	9	2.233800e-01	2.209860e-02	8	2.188120e-01	2.073300e-02	7	false	GAMG	1.000000e+00	8.654090e-03	11	true
2             	smoothSolver	1.422070e-02	1.268600e-03	8	1.351730e-01	1.057770e-02	8	1.128130e-01	9.017480e-03	8	false	GAMG	6.327940e-02	6.301690e-04	10	true
3             	smoothSolver	9.169690e-03	7.822720e-04	8	1.003490e-01	9.929130e-03	7	9.144750e-02	7.191310e-03	8	false	GAMG	4.351190e-02	3.446780e-04	9	true
4             	smoothSolver	7.091710e-03	5.902470e-04	8	8.169210e-02	8.140260e-03	7	7.189830e-02	5.620060e-03	8	false	GAMG	3.545220e-02	2.669430e-04	9	true
5             	smoothSolver	5.924860e-03	5.170900e-04	8	7.068770e-02	5.791560e-03	8	5.698090e-02	4.663640e-03	8	false	GAMG	2.930160e-02	2.488010e-04	9	true
6             	smoothSolver	5.152500e-03	4.802080e-04	8	6.440850e-02	5.739330e-03	8	4.878690e-02	4.264400e-03	8	false	GAMG	2.604810e-02	2.151120e-04	9	true
7             	smoothSolver	4.601210e-03	4.534700e-04	8	5.962660e-02	5.695210e-03	8	4.281710e-02	3.991400e-03	8	false	GAMG	2.353800e-02	1.817950e-04	7	true
8             	smoothSolver	4.177850e-03	3.364540e-04	9	5.455950e-02	4.339370e-03	9	3.791160e-02	3.732640e-03	8	false	GAMG	2.156410e-02	1.734290e-04	7	true
9             	smoothSolver	3.898900e-03	3.187520e-04	9	5.017440e-02	4.134280e-03	9	3.420420e-02	2.725200e-03	9	false	GAMG	2.026280e-02	1.752130e-04	7	true
10            	smoothSolver	3.651430e-03	3.058720e-04	9	4.700760e-02	3.981820e-03	9	3.144700e-02	2.539600e-03	9	false	GAMG	1.943860e-02	1.609550e-04	7	true
11            	smoothSolver	3.457830e-03	2.967580e-04	9	4.448620e-02	3.859340e-03	9	2.938710e-02	2.434100e-03	9	false	GAMG	1.867910e-02	1.351330e-04	7	true
12            	smoothSolver	3.302310e-03	2.910900e-04	9	4.255180e-02	3.767540e-03	9	2.766500e-02	2.354520e-03	9	false	GAMG	1.798890e-02	1.679530e-04	6	true
13            	smoothSolver	3.207210e-03	2.873530e-04	9	4.118420e-02	3.709820e-03	9	2.614800e-02	2.274330e-03	9	false	GAMG	1.745380e-02	1.597290e-04	6	true
14            	smoothSolver	3.101480e-03	2.848800e-04	9	4.006780e-02	3.677350e-03	9	2.488310e-02	2.209560e-03	9	false	GAMG	1.688360e-02	1.653680e-04	6	true
15            	smoothSolver	2.995500e-03	2.829740e-04	9	3.899690e-02	3.644440e-03	9	2.374260e-02	2.153320e-03	9	false	GAMG	1.637800e-02	1.113890e-04	7	true
16            	smoothSolver	2.931920e-03	2.811470e-04	9	3.813670e-02	3.640010e-03	9	2.260050e-02	2.092750e-03	9	false	GAMG	1.592530e-02	1.074040e-04	7	true
17            	smoothSolver	2.866400e-03	2.796850e-04	9	3.730700e-02	3.635370e-03	9	2.145720e-02	2.026150e-03	9	false	GAMG	1.530840e-02	1.301020e-04	6	true
18            	smoothSolver	2.791660e-03	2.781420e-04	9	3.651320e-02	3.626500e-03	9	2.035610e-02	1.960450e-03	9	false	GAMG	1.484230e-02	9.221910e-05	6	true
