# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	2.275880e-02	1.977050e-03	9	2.230610e-01	2.202980e-02	8	2.190570e-01	2.071080e-02	7	false	GAMG	1.000000e+00	9.777250e-03	11	true
2             	smoothSolver	1.423180e-02	1.266440e-03	8	1.351100e-01	1.056080e-02	8	1.131600e-01	9.027540e-03	8	false	GAMG	6.287290e-02	6.029240e-04	11	true
3             	smoothSolver	9.151910e-03	7.795880e-04	8	1.001370e-01	9.902910e-03	7	9.179470e-02	7.204620e-03	8	false	GAMG	4.453870e-02	3.306010e-04	9	true
4             	smoothSolver	7.152170e-03	5.886580e-04	8	8.164050e-02	8.104900e-03	7	7.167100e-02	5.581120e-03	8	false	GAMG	3.524110e-02	2.956090e-04	9	true
5             	smoothSolver	5.983200e-03	5.156290e-04	8	7.072610e-02	5.777530e-03	8	5.691810e-02	4.644780e-03	8	false	GAMG	2.972040e-02	2.686320e-04	9	true
6             	smoothSolver	5.197660e-03	4.788630e-04	8	6.438680e-02	5.718380e-03	8	4.876430e-02	4.246290e-03	8	false	GAMG	2.619560e-02	2.360910e-04	9	true
7             	smoothSolver	4.634160e-03	4.515780e-04	8	5.956110e-02	5.673090e-03	8	4.274870e-02	3.972900e-03	8	false	GAMG	2.351570e-02	2.129890e-04	6	true
8             	smoothSolver	4.245220e-03	3.350670e-04	9	5.452440e-02	4.322830e-03	9	3.780290e-02	3.708360e-03	8	false	GAMG	2.138750e-02	1.963310e-04	7	true
9             	smoothSolver	3.909280e-03	3.167540e-04	9	5.019030e-02	4.122890e-03	9	3.405690e-02	2.702400e-03	9	false	GAMG	2.043470e-02	2.019500e-04	7	true
10            	smoothSolver	3.670980e-03	3.039440e-04	9	4.703100e-02	3.967280e-03	9	3.127220e-02	2.515240e-03	9	false	GAMG	1.946650e-02	1.813790e-04	7	true
11            	smoothSolver	3.476910e-03	2.950350e-04	9	4.456230e-02	3.850260e-03	9	2.919170e-02	2.407050e-03	9	false	GAMG	1.858590e-02	1.488840e-04	7	true
12            	smoothSolver	3.316220e-03	2.894870e-04	9	4.264710e-02	3.763020e-03	9	2.745740e-02	2.327070e-03	9	false	GAMG	1.785560e-02	1.726660e-04	6	true
13            	smoothSolver	3.219700e-03	2.857470e-04	9	4.133220e-02	3.713390e-03	9	2.594270e-02	2.248590e-03	9	false	GAMG	1.735170e-02	1.597840e-04	6	true
14            	smoothSolver	3.110510e-03	2.832250e-04	9	4.028810e-02	3.689670e-03	9	2.470730e-02	2.186030e-03	9	false	GAMG	1.678990e-02	1.633920e-04	6	true
15            	smoothSolver	2.996630e-03	2.813240e-04	9	3.925290e-02	3.662790e-03	9	2.360490e-02	2.131470e-03	9	false	GAMG	1.629670e-02	1.119970e-04	7	true
16            	smoothSolver	2.937470e-03	2.796900e-04	9	3.850810e-02	3.670480e-03	9	2.251950e-02	2.075240e-03	9	false	GAMG	1.581710e-02	1.139330e-04	7	true
17            	smoothSolver	2.872010e-03	2.785810e-04	9	3.777010e-02	3.678350e-03	9	2.142280e-02	2.014180e-03	9	false	GAMG	1.519640e-02	1.020540e-04	7	true
18            	smoothSolver	2.806140e-03	2.770140e-04	9	3.709510e-02	3.683290e-03	9	2.037410e-02	1.954570e-03	9	false	GAMG	1.467470e-02	9.740170e-05	6	true
19            	smoothSolver	2.738590e-03	2.185600e-04	10	3.648280e-02	2.932780e-03	10	1.946080e-02	1.903530e-03	9	false	GAMG	1.436240e-02	8.759500e-05	6	true
20            	smoothSolver	2.681240e-03	2.174700e-04	10	3.584990e-02	2.930370e-03	10	1.881100e-02	1.871490e-03	9	false	GAMG	1.414750e-02	8.543370e-05	6	true
21            	smoothSolver	2.643010e-03	2.179880e-04	10	3.542410e-02	2.928290e-03	10	1.834400e-02	1.466270e-03	10	false	GAMG	1.404940e-02	1.283540e-04	6	true
22            	smoothSolver	2.634380e-03	2.184080e-04	10	3.523130e-02	2.928430e-03	10	1.792830e-02	1.455920e-03	10	false	GAMG	1.409410e-02	9.370670e-05	7	true
23            	smoothSolver	2.591730e-03	2.173050e-04	10	3.505270e-02	2.923110e-03	10	1.765190e-02	1.457760e-03	10	false	GAMG	1.408480e-02	9.458740e-05	7	true
24            	smoothSolver	2.574510e-03	2.162430e-04	10	3.495800e-02	2.929630e-03	10	1.753220e-02	1.465080e-03	10	false	GAMG	1.425520e-02	9.403190e-05	7	true
